RUN_ID,YEAR,MONTH,DATA_SOURCE_ID,PORTROUTE,REGION,ARRIVEDEPART,UNSAMP_TOTAL
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,81
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,170
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,306
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,89
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,3091
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,68
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,833
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,1007
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,132
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,773
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,874
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,2103
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,474
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,2800
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,165
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,1420
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,1546
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,2270
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,2738
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,1539
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,530
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,324
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,1382
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,4,1,194
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,1171
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,3639
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,1728
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,158
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,456
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,889
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,574
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,291
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,1964
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,163
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,1426
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,429
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,465
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,788
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,8,1,1504
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,10,1,270
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,1,1,2038
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,10,1,996
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,10,1,163
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,10,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,4,1,330
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,4,1,156
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,4,1,935
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,2,1,207
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,2,1,246
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,2,1,1749
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,8389
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,290
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,9,1,396
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,6,1,4520
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,424
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,1438
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,181,7,1,431
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,174
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,626
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,154
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,517
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,1975
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2991
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,3963
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2951
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,127
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,81
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5074
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,1698
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,4305
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,3580
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,3475
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2767
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,287
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,4099
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,285
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,1463
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,352
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,336
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,3285
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,580
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,1896
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,665
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,154
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,2736
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,926
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,124
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,2195
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,5400
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,9,1,895
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,168
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,4837
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,303
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,3497
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,136
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,191
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5063
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,157
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,4952
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,375
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,352
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,521
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,1172
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,366
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,185
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5879
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,1859
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,742
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5831
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,374
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,184
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5366
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2911
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2275
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2264
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,369
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,188
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,183
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5086
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,508
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,164
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5648
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,2171
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,8,1,372
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,8,1,4301
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,10,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,10,1,3968
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,5822
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,549
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,1,1,364
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,10,1,137
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,10,1,960
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,10,1,2474
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,4,1,365
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,4,1,2250
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,4,1,1535
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,201,4,1,135
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,1542
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,598
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,157
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,759
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,2319
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,90
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,1451
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,859
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,819
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,152
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,766
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,5392
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,673
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,1871
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,1822
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,3313
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,1023
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,1402
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,1705
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,9,1,3658
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,182
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,353
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,2452
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,2758
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,816
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,3675
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,86
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,185
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,350
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,166
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,2595
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,678
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,394
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,655
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,176
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,178
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,2345
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,341
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,1431
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,502
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,10,1,184
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,711
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,1460
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,171
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,1,1,1089
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,10,1,0
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,4,1,146
9e5c1872-3f8e-4ae5-85dc-c67a602d011e,2017,1,6,241,4,1,1749
